"DBLa_type","Ups","2012_freq","2014_freq","2015_freq","2017_freq","2012_freqbin","2014_freqbin","2015_freqbin","2017_freqbin"
"M00123:98:000000000-AWVWT:1:1116:4284:10638","BC",34,16,12,29,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:2115:18540:21312","A",34,11,13,30,">20","11-20","11-20",">20"
"M00123:210:000000000-BTDTV:1:1114:16954:18567","BC",34,7,18,23,">20","2-10","11-20",">20"
"M03191:488:000000000-JGKWR:1:2108:9079:17318","A",33,9,7,14,">20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:2110:16147:17854","BC",33,12,17,38,">20","11-20","11-20",">20"
"M00566:68:000000000-ARD58:1:2107:19810:18065","BC",33,10,12,16,">20","2-10","11-20","11-20"
"M00566:114:000000000-AWM6N:1:2108:12949:24574","A",33,7,14,30,">20","2-10","11-20",">20"
"M00566:114:000000000-AWM6N:1:2103:7768:7470","BC",33,10,15,18,">20","2-10","11-20","11-20"
"M00566:68:000000000-ARD58:1:2108:23029:10715","BC",33,2,7,18,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1106:6120:16325","A",33,15,7,29,">20","11-20","2-10",">20"
"M00547:373:000000000-JH6MF:1:2107:16913:21762","BC",33,11,9,27,">20","11-20","2-10",">20"
"M01896:15:000000000-A7EN9:1:1105:9223:8091","BC",33,10,12,21,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:2105:24789:7457","A",33,10,19,23,">20","2-10","11-20",">20"
"M03191:488:000000000-JGKWR:1:1118:8296:8840","BC",33,12,9,26,">20","11-20","2-10",">20"
"M00123:163:000000000-B5J7V:1:1111:27672:14811","A",32,9,14,20,">20","2-10","11-20","11-20"
"M00595:42:000000000-A5J1T:1:2103:18118:2734","BC",32,8,14,24,">20","2-10","11-20",">20"
"M00123:62:000000000-AU338:1:1104:19609:11363","A",32,11,10,22,">20","11-20","2-10",">20"
"M01896:2:000000000-A69JN:1:1107:24627:10836","A",32,13,16,22,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1107:28523:8172","A",32,9,23,34,">20","2-10",">20",">20"
"M00123:98:000000000-AWVWT:1:2110:28576:8958","BC",32,14,11,30,">20","11-20","11-20",">20"
"M00595:42:000000000-A5J1T:1:2117:21373:5809","A",32,11,8,22,">20","11-20","2-10",">20"
"M03191:489:000000000-JGFWT:1:2103:10483:16549","A",32,7,2,15,">20","2-10","2-10","11-20"
"M00547:373:000000000-JH6MF:1:2112:7066:19920","A",32,4,13,21,">20","2-10","11-20",">20"
"M03191:488:000000000-JGKWR:1:2105:7879:6934","A",32,9,10,21,">20","2-10","2-10",">20"
"M01896:15:000000000-A7EN9:1:1115:20110:14426","BC",31,4,5,18,">20","2-10","2-10","11-20"
"M00566:99:000000000-AWHWF:1:2117:23369:14467","BC",31,7,8,30,">20","2-10","2-10",">20"
"M00566:114:000000000-AWM6N:1:2111:24896:15962","BC",31,9,8,16,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2108:25821:12799","A",31,17,28,37,">20","11-20",">20",">20"
"M00566:114:000000000-AWM6N:1:1113:25610:8344","BC",31,9,4,22,">20","2-10","2-10",">20"
"M00123:115:000000000-AWP2U:1:2102:28208:13311","BC",31,7,4,13,">20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:1102:22595:4078","BC",31,14,12,20,">20","11-20","11-20","11-20"
"M00595:54:000000000-A7CT0:1:2105:17761:3184","A",31,1,6,11,">20","1","2-10","11-20"
"M01896:15:000000000-A7EN9:1:2116:12649:20348","A",31,8,6,12,">20","2-10","2-10","11-20"
"M03191:489:000000000-JGFWT:1:2118:24234:12937","A",31,10,9,19,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:1116:5423:9396","A",31,5,11,10,">20","2-10","11-20","2-10"
"M03191:489:000000000-JGFWT:1:2115:13652:12071","BC",31,6,6,17,">20","2-10","2-10","11-20"
"M01896:2:000000000-A69JN:1:1110:15543:18831","BC",31,6,10,16,">20","2-10","2-10","11-20"
"M00547:373:000000000-JH6MF:1:2101:19205:4729","A",31,4,6,10,">20","2-10","2-10","2-10"
"M00123:371:000000000-J9JD5:1:2106:16887:13696","BC",30,13,10,28,">20","11-20","2-10",">20"
"M01896:2:000000000-A69JN:1:2111:14664:8388","BC",30,7,11,28,">20","2-10","11-20",">20"
"M00566:68:000000000-ARD58:1:1107:14705:11899","A",30,10,17,20,">20","2-10","11-20","11-20"
"M00123:115:000000000-AWP2U:1:2115:8953:18780","A",30,14,14,27,">20","11-20","11-20",">20"
"M00123:98:000000000-AWVWT:1:2103:15374:19112","BC",30,4,14,15,">20","2-10","11-20","11-20"
"M03191:489:000000000-JGFWT:1:1115:19710:9776","BC",30,11,8,39,">20","11-20","2-10",">20"
"M00547:373:000000000-JH6MF:1:1109:8246:5510","BC",30,13,9,29,">20","11-20","2-10",">20"
"M00123:371:000000000-J9JD5:1:1109:23905:21649","A",30,10,9,34,">20","2-10","2-10",">20"
"M00123:52:000000000-APT1W:1:2115:14042:22392","A",30,9,7,18,">20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:1104:9279:19651","BC",30,13,21,19,">20","11-20",">20","11-20"
"M00123:38:000000000-AN6VN:1:1106:3949:12367","A",30,9,15,21,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:2110:19134:8887","A",30,5,12,9,">20","2-10","11-20","2-10"
"M00123:163:000000000-B5J7V:1:1102:9873:2330","A",30,13,14,21,">20","11-20","11-20",">20"
"M03191:489:000000000-JGFWT:1:2119:25445:12117","BC",30,8,12,20,">20","2-10","11-20","11-20"
"M00566:161:000000000-B5HBJ:1:2107:18694:15728","A",30,11,13,17,">20","11-20","11-20","11-20"
"M01896:14:000000000-A7ERE:1:2103:17358:14687","A",30,10,12,16,">20","2-10","11-20","11-20"
"M00566:66:000000000-ARD83:1:1111:13152:7902","A",30,8,13,19,">20","2-10","11-20","11-20"
"M01896:14:000000000-A7ERE:1:2119:19952:8357","A",30,7,10,17,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2119:12252:10141","A",30,10,9,17,">20","2-10","2-10","11-20"
"M00566:161:000000000-B5HBJ:1:1103:23212:17889","BC",29,8,11,21,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:2103:17366:18194","BC",29,4,15,30,">20","2-10","11-20",">20"
"M00123:98:000000000-AWVWT:1:1109:13353:3052","BC",29,5,4,16,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:2116:19738:10552","BC",29,10,18,18,">20","2-10","11-20","11-20"
"M00123:210:000000000-BTDTV:1:1116:9312:11820","A",29,13,12,20,">20","11-20","11-20","11-20"
"M00595:42:000000000-A5J1T:1:1110:19706:11072","A",29,15,13,27,">20","11-20","11-20",">20"
"M01896:14:000000000-A7ERE:1:1113:7475:16557","A",29,15,8,19,">20","11-20","2-10","11-20"
"M00566:161:000000000-B5HBJ:1:1119:12819:5581","BC",29,8,7,23,">20","2-10","2-10",">20"
"M00123:38:000000000-AN6VN:1:1106:23767:8009","A",29,8,12,23,">20","2-10","11-20",">20"
"M03191:488:000000000-JGKWR:1:1110:25492:10531","A",29,9,12,33,">20","2-10","11-20",">20"
"M01896:14:000000000-A7ERE:1:1117:4471:12111","BC",29,1,1,15,">20","1","1","11-20"
"M00566:66:000000000-ARD83:1:1118:19942:8526","A",29,7,18,23,">20","2-10","11-20",">20"
"M00595:42:000000000-A5J1T:1:1108:22725:16383","A",29,5,10,14,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2112:5422:9526","BC",29,8,9,23,">20","2-10","2-10",">20"
"M00123:163:000000000-B5J7V:1:2117:8932:3415","A",29,6,12,18,">20","2-10","11-20","11-20"
"M00123:51:000000000-APU28:1:1115:23188:12941","A",29,9,11,27,">20","2-10","11-20",">20"
"M00566:99:000000000-AWHWF:1:2101:7354:6344","BC",29,8,17,17,">20","2-10","11-20","11-20"
"M00123:62:000000000-AU338:1:1104:12716:15821","A",29,9,13,34,">20","2-10","11-20",">20"
"M00123:371:000000000-J9JD5:1:2111:23247:16196","A",29,5,14,43,">20","2-10","11-20",">20"
"M00123:211:000000000-BYH2N:1:1111:21547:7333","BC",29,9,8,17,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:2102:6123:12054","A",29,13,19,26,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:1116:16013:12961","A",29,10,11,24,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:1106:12950:15625","BC",29,4,10,11,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:1103:20563:12537","BC",29,13,13,22,">20","11-20","11-20",">20"
"M01896:15:000000000-A7EN9:1:2107:21791:7260","A",29,10,11,37,">20","2-10","11-20",">20"
"M00123:371:000000000-J9JD5:1:2112:6185:5249","A",29,10,4,16,">20","2-10","2-10","11-20"
"M00566:66:000000000-ARD83:1:2114:14554:16544","BC",28,6,10,16,">20","2-10","2-10","11-20"
"M00123:115:000000000-AWP2U:1:1109:3165:14401","BC",28,12,3,16,">20","11-20","2-10","11-20"
"M00123:52:000000000-APT1W:1:2111:4328:12583","BC",28,6,9,22,">20","2-10","2-10",">20"
"M03191:489:000000000-JGFWT:1:2119:25102:10696","A",28,3,10,26,">20","2-10","2-10",">20"
"M01896:14:000000000-A7ERE:1:1115:17260:22086","BC",28,6,12,16,">20","2-10","11-20","11-20"
"M00123:62:000000000-AU338:1:1103:15736:5357","BC",28,10,8,24,">20","2-10","2-10",">20"
"M00595:54:000000000-A7CT0:1:1108:20204:16684","BC",28,6,9,25,">20","2-10","2-10",">20"
"M01896:14:000000000-A7ERE:1:2105:17279:10564","BC",28,3,8,31,">20","2-10","2-10",">20"
"M03191:489:000000000-JGFWT:1:1115:9066:17494","BC",28,0,5,19,">20","0","2-10","11-20"
"M01896:2:000000000-A69JN:1:1111:3698:15346","BC",28,8,9,25,">20","2-10","2-10",">20"
"M00566:68:000000000-ARD58:1:1115:21172:3389","A",28,15,21,24,">20","11-20",">20",">20"
"M01896:15:000000000-A7EN9:1:1101:25020:6836","A",28,1,20,20,">20","1","11-20","11-20"
"M01896:14:000000000-A7ERE:1:1113:20337:14249","BC",28,8,13,24,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:1116:10039:16545","BC",28,6,9,30,">20","2-10","2-10",">20"
"M00123:38:000000000-AN6VN:1:1108:2919:10080","A",28,7,11,13,">20","2-10","11-20","11-20"
"M00566:66:000000000-ARD83:1:2115:10670:6573","BC",28,9,12,16,">20","2-10","11-20","11-20"
"M00123:210:000000000-BTDTV:1:2103:24327:20449","BC",28,7,15,18,">20","2-10","11-20","11-20"
"M00123:38:000000000-AN6VN:1:1114:12154:3420","A",28,15,11,19,">20","11-20","11-20","11-20"
"M00595:54:000000000-A7CT0:1:1114:10461:19740","BC",28,5,6,17,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1102:24998:10955","A",28,0,15,20,">20","0","11-20","11-20"
"M00595:54:000000000-A7CT0:1:1101:15451:5662","BC",28,4,5,13,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1105:23435:12061","A",28,11,11,20,">20","11-20","11-20","11-20"
"M00123:62:000000000-AU338:1:1107:17922:19325","A",28,11,14,40,">20","11-20","11-20",">20"
"M00123:62:000000000-AU338:1:2112:5604:20576","BC",28,10,10,18,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2118:12049:17231","A",28,7,8,24,">20","2-10","2-10",">20"
"M03191:488:000000000-JGKWR:1:2102:22831:3548","A",27,2,1,19,">20","2-10","1","11-20"
"M03191:488:000000000-JGKWR:1:1104:4319:12193","BC",27,9,19,15,">20","2-10","11-20","11-20"
"M01896:15:000000000-A7EN9:1:1115:17727:16183","BC",27,9,10,22,">20","2-10","2-10",">20"
"M00123:52:000000000-APT1W:1:1118:9302:18878","A",27,3,11,11,">20","2-10","11-20","11-20"
"M01896:15:000000000-A7EN9:1:2103:27140:10417","BC",27,8,5,29,">20","2-10","2-10",">20"
"M00123:51:000000000-APU28:1:1112:20218:3423","BC",27,10,7,29,">20","2-10","2-10",">20"
"M00595:42:000000000-A5J1T:1:2107:14243:5589","BC",27,9,7,23,">20","2-10","2-10",">20"
"M00123:52:000000000-APT1W:1:2109:6465:9988","BC",27,7,7,11,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2114:9366:17315","A",27,10,15,29,">20","2-10","11-20",">20"
"M00566:99:000000000-AWHWF:1:2111:21491:12507","BC",27,3,11,18,">20","2-10","11-20","11-20"
"M00123:163:000000000-B5J7V:1:1102:11920:2930","BC",27,3,8,13,">20","2-10","2-10","11-20"
"M00123:115:000000000-AWP2U:1:1117:18668:15613","BC",27,7,9,19,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2115:23968:9137","A",27,13,14,23,">20","11-20","11-20",">20"
"M03191:488:000000000-JGKWR:1:1114:9728:3544","A",27,9,6,21,">20","2-10","2-10",">20"
"M00123:51:000000000-APU28:1:1101:22757:16532","BC",27,2,6,31,">20","2-10","2-10",">20"
"M00123:371:000000000-J9JD5:1:2116:12341:5028","BC",27,12,10,18,">20","11-20","2-10","11-20"
"M00123:115:000000000-AWP2U:1:1109:24549:19667","BC",27,2,7,17,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:2108:13574:10632","A",27,4,8,15,">20","2-10","2-10","11-20"
"M00566:66:000000000-ARD83:1:1103:13832:4171","BC",27,5,5,15,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:1113:4857:11448","BC",27,9,12,38,">20","2-10","11-20",">20"
"M00566:161:000000000-B5HBJ:1:1108:24268:3853","A",27,11,16,25,">20","11-20","11-20",">20"
"M00547:373:000000000-JH6MF:1:1110:23433:11890","A",27,4,5,15,">20","2-10","2-10","11-20"
"M00595:54:000000000-A7CT0:1:1110:16278:12432","BC",26,3,4,13,">20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:2117:16918:4613","A",26,8,13,16,">20","2-10","11-20","11-20"
"M00123:52:000000000-APT1W:1:2116:22697:5402","BC",26,9,16,27,">20","2-10","11-20",">20"
"M00595:54:000000000-A7CT0:1:2107:9751:13295","BC",26,7,12,28,">20","2-10","11-20",">20"
"M00123:163:000000000-B5J7V:1:1112:26483:10243","BC",26,9,14,36,">20","2-10","11-20",">20"
"M01896:2:000000000-A69JN:1:2105:13430:14808","BC",26,8,9,17,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1103:17196:11169","A",26,6,4,13,">20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:1108:20579:13429","BC",26,8,12,15,">20","2-10","11-20","11-20"
"M01896:15:000000000-A7EN9:1:1113:23682:6268","BC",26,8,6,30,">20","2-10","2-10",">20"
"M00123:371:000000000-J9JD5:1:2116:18357:21122","BC",26,7,9,17,">20","2-10","2-10","11-20"
"M00566:66:000000000-ARD83:1:1103:16868:19884","A",26,2,9,16,">20","2-10","2-10","11-20"
"M00595:54:000000000-A7CT0:1:2109:8571:12928","BC",26,9,9,24,">20","2-10","2-10",">20"
"M00123:52:000000000-APT1W:1:2105:18102:9421","BC",26,7,7,17,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1108:4508:12074","A",26,10,9,18,">20","2-10","2-10","11-20"
"M00123:163:000000000-B5J7V:1:2104:25499:18332","BC",26,14,7,12,">20","11-20","2-10","11-20"
"M03191:488:000000000-JGKWR:1:1104:20234:20326","BC",26,11,10,21,">20","11-20","2-10",">20"
"M01896:15:000000000-A7EN9:1:1111:7091:8306","BC",26,2,4,7,">20","2-10","2-10","2-10"
"M00123:210:000000000-BTDTV:1:1114:9515:9675","A",25,8,8,23,">20","2-10","2-10",">20"
"M00123:98:000000000-AWVWT:1:1101:14135:13706","BC",25,9,6,13,">20","2-10","2-10","11-20"
"M00547:373:000000000-JH6MF:1:1104:19949:5654","BC",25,5,12,20,">20","2-10","11-20","11-20"
"M00595:42:000000000-A5J1T:1:2106:17533:20473","A",25,3,6,11,">20","2-10","2-10","11-20"
"M00566:66:000000000-ARD83:1:2105:16580:24749","BC",25,6,3,9,">20","2-10","2-10","2-10"
"M00123:210:000000000-BTDTV:1:1107:11101:5780","A",25,7,7,10,">20","2-10","2-10","2-10"
"M00123:38:000000000-AN6VN:1:1102:6967:18377","A",25,4,11,18,">20","2-10","11-20","11-20"
"M00566:160:000000000-B5GTN:1:1104:4555:9917","A",25,6,11,28,">20","2-10","11-20",">20"
"M01896:15:000000000-A7EN9:1:1109:19370:14166","BC",25,7,13,20,">20","2-10","11-20","11-20"
"M00566:68:000000000-ARD58:1:2103:23153:9566","BC",25,4,12,13,">20","2-10","11-20","11-20"
"M00123:98:000000000-AWVWT:1:2102:26711:19357","BC",25,6,8,13,">20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:2112:6501:22757","A",25,8,11,27,">20","2-10","11-20",">20"
"M01896:14:000000000-A7ERE:1:1108:12476:5147","BC",25,6,5,13,">20","2-10","2-10","11-20"
"M01896:2:000000000-A69JN:1:1105:21399:22633","A",25,5,12,20,">20","2-10","11-20","11-20"
"M03191:488:000000000-JGKWR:1:2103:17495:21838","BC",25,5,5,23,">20","2-10","2-10",">20"
"M00123:115:000000000-AWP2U:1:2103:24714:4481","A",25,16,13,18,">20","11-20","11-20","11-20"
"M00566:114:000000000-AWM6N:1:1111:22673:14028","A",25,9,11,22,">20","2-10","11-20",">20"
"M00595:54:000000000-A7CT0:1:2109:9972:19209","BC",25,4,8,11,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:2103:3571:8986","BC",25,6,12,18,">20","2-10","11-20","11-20"
"M00566:99:000000000-AWHWF:1:1113:10889:16454","BC",25,5,9,21,">20","2-10","2-10",">20"
"M03191:489:000000000-JGFWT:1:1109:12118:7977","A",25,5,7,19,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1118:20751:22383","BC",25,17,15,11,">20","11-20","11-20","11-20"
"M01896:2:000000000-A69JN:1:1106:25964:6569","BC",25,4,12,23,">20","2-10","11-20",">20"
"M00566:68:000000000-ARD58:1:1106:24696:8348","A",25,2,6,9,">20","2-10","2-10","2-10"
"M00123:51:000000000-APU28:1:2104:7561:13284","BC",24,4,10,16,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:1115:13275:5473","A",24,7,18,25,">20","2-10","11-20",">20"
"M03191:488:000000000-JGKWR:1:1107:24510:11980","BC",24,3,10,17,">20","2-10","2-10","11-20"
"M03191:488:000000000-JGKWR:1:2119:24420:8588","A",24,9,11,18,">20","2-10","11-20","11-20"
"M00566:160:000000000-B5GTN:1:1119:17021:4220","BC",24,4,4,8,">20","2-10","2-10","2-10"
"M03191:488:000000000-JGKWR:1:1108:7419:14740","BC",24,5,4,12,">20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:2108:23097:12290","BC",24,8,4,13,">20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:1114:18643:8139","BC",24,6,12,16,">20","2-10","11-20","11-20"
"M00123:210:000000000-BTDTV:1:1102:7772:19043","BC",24,11,5,12,">20","11-20","2-10","11-20"
"M00123:52:000000000-APT1W:1:1106:24564:4376","BC",24,9,6,22,">20","2-10","2-10",">20"
"M00123:115:000000000-AWP2U:1:1111:18074:9689","BC",24,8,9,19,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1119:12904:8479","A",24,5,8,16,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1117:27320:12606","BC",24,0,5,13,">20","0","2-10","11-20"
"M00123:211:000000000-BYH2N:1:1107:8818:3561","BC",24,6,6,30,">20","2-10","2-10",">20"
"M00595:54:000000000-A7CT0:1:1104:7173:14326","BC",24,6,8,18,">20","2-10","2-10","11-20"
"M00123:210:000000000-BTDTV:1:1104:5528:7512","BC",24,1,4,15,">20","1","2-10","11-20"
"M00547:373:000000000-JH6MF:1:1105:13323:10105","A",24,3,9,16,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:2110:25687:22541","BC",24,10,11,18,">20","2-10","11-20","11-20"
"M00595:42:000000000-A5J1T:1:2110:16282:3488","A",24,9,9,12,">20","2-10","2-10","11-20"
"M00123:38:000000000-AN6VN:1:2105:12060:16128","BC",24,5,12,13,">20","2-10","11-20","11-20"
"M00595:54:000000000-A7CT0:1:1117:17415:13098","BC",24,4,3,10,">20","2-10","2-10","2-10"
"M00595:42:000000000-A5J1T:1:1101:5823:15931","BC",24,6,13,19,">20","2-10","11-20","11-20"
"M00123:210:000000000-BTDTV:1:2110:14173:3009","BC",24,5,13,16,">20","2-10","11-20","11-20"
"M01896:15:000000000-A7EN9:1:2106:2568:16477","BC",24,5,11,25,">20","2-10","11-20",">20"
"M00123:62:000000000-AU338:1:2101:24438:15620","BC",24,5,7,14,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:1108:11029:10860","BC",24,6,7,16,">20","2-10","2-10","11-20"
"M00123:98:000000000-AWVWT:1:2103:6986:7112","A",24,10,8,19,">20","2-10","2-10","11-20"
"M00123:163:000000000-B5J7V:1:2106:15952:18326","BC",23,5,12,14,">20","2-10","11-20","11-20"
"M01896:15:000000000-A7EN9:1:1115:23227:22225","A",23,5,10,17,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1103:16178:13507","BC",23,3,4,21,">20","2-10","2-10",">20"
"M00123:163:000000000-B5J7V:1:2110:13816:11985","BC",23,9,8,28,">20","2-10","2-10",">20"
"M03191:488:000000000-JGKWR:1:2119:11055:21871","BC",23,6,7,19,">20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:2104:10472:14755","A",23,7,8,21,">20","2-10","2-10",">20"
"M00123:371:000000000-J9JD5:1:2115:20949:5066","BC",23,5,7,17,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:1109:15608:3845","BC",23,7,9,18,">20","2-10","2-10","11-20"
"M00566:114:000000000-AWM6N:1:1119:19995:12384","A",23,6,6,18,">20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:2104:16495:9899","A",23,9,5,15,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:1104:15211:21358","A",23,11,7,12,">20","11-20","2-10","11-20"
"M00123:38:000000000-AN6VN:1:1103:14723:3115","BC",23,12,9,15,">20","11-20","2-10","11-20"
"M00123:163:000000000-B5J7V:1:1108:14086:21673","BC",23,5,9,13,">20","2-10","2-10","11-20"
"M00123:371:000000000-J9JD5:1:1118:25550:12792","A",23,4,3,25,">20","2-10","2-10",">20"
"M00123:371:000000000-J9JD5:1:1111:22708:4972","BC",23,1,6,11,">20","1","2-10","11-20"
"M00595:54:000000000-A7CT0:1:1113:24118:5598","A",23,4,7,15,">20","2-10","2-10","11-20"
"M00123:52:000000000-APT1W:1:1116:17685:12156","BC",23,5,8,17,">20","2-10","2-10","11-20"
"M01896:15:000000000-A7EN9:1:2110:17371:21739","BC",23,0,3,9,">20","0","2-10","2-10"
"M00123:38:000000000-AN6VN:1:2116:22306:23530","BC",23,5,5,6,">20","2-10","2-10","2-10"
"M00547:373:000000000-JH6MF:1:2110:7069:14373","BC",23,1,10,17,">20","1","2-10","11-20"
"M00123:51:000000000-APU28:1:2104:20260:3126","A",23,6,4,15,">20","2-10","2-10","11-20"
"M01896:14:000000000-A7ERE:1:2117:17710:10516","A",23,11,10,22,">20","11-20","2-10",">20"
"M03191:488:000000000-JGKWR:1:1112:2336:11645","BC",23,11,5,14,">20","11-20","2-10","11-20"
"M00595:42:000000000-A5J1T:1:1115:17201:8742","BC",23,4,9,16,">20","2-10","2-10","11-20"
"M00123:51:000000000-APU28:1:1101:13213:16072","BC",23,4,8,7,">20","2-10","2-10","2-10"
"M00123:371:000000000-J9JD5:1:1117:5760:9178","BC",23,6,3,10,">20","2-10","2-10","2-10"
"M01896:14:000000000-A7ERE:1:1109:17875:5687","A",23,7,7,17,">20","2-10","2-10","11-20"
"M00595:42:000000000-A5J1T:1:2108:8774:5791","A",23,4,3,9,">20","2-10","2-10","2-10"
"M03191:489:000000000-JGFWT:1:2118:6536:20156","BC",23,3,16,13,">20","2-10","11-20","11-20"
"M00595:42:000000000-A5J1T:1:2118:23879:21901","BC",23,3,7,16,">20","2-10","2-10","11-20"
"M00566:68:000000000-ARD58:1:1111:12377:22396","A",23,7,5,15,">20","2-10","2-10","11-20"
"M00566:160:000000000-B5GTN:1:1109:7811:5482","A",23,5,5,18,">20","2-10","2-10","11-20"
"M00123:62:000000000-AU338:1:2102:18129:11565","BC",23,2,6,12,">20","2-10","2-10","11-20"
"M03191:489:000000000-JGFWT:1:1114:15566:13746","A",22,2,7,18,">20","2-10","2-10","11-20"
"M00123:211:000000000-BYH2N:1:2104:17978:22551","BC",22,9,8,26,">20","2-10","2-10",">20"
"M01896:14:000000000-A7ERE:1:1110:8204:12668","BC",22,11,7,15,">20","11-20","2-10","11-20"
"M00566:66:000000000-ARD83:1:2112:14905:22588","BC",22,12,3,15,">20","11-20","2-10","11-20"
